(from GFF),,,
gene.name,gene.ID,B2Gname,rnaID
nkx2-2,gene8764,rna16652_gene_nkx2-2,rna16652
LOC106920199,gene8765,rna16654_gene_LOC106920199,rna16654
LOC106920204,gene8766,NA,NA
foxa2,gene8767,rna16656_gene_foxa2,rna16656
LOC106920207,gene8768,rna16657_gene_LOC106920207,rna16657
mocs3,gene8769,rna16658_gene_mocs3,rna16658
LOC106920210,gene8770,rna16659_gene_LOC106920210,rna16659
LOC106920211,gene8771,rna16660_gene_LOC106920211,rna16660
fbxo28,gene8772,rna16661_gene_fbxo28,rna16661
LOC106920215,gene8773,rna16662_gene_LOC106920215,rna16662
nvl,gene8774,rna16663_gene_nvl,rna16663
LOC106920213,gene8775,rna16666_gene_LOC106920213,rna16666
tk2,gene8776,rna16669_gene_tk2,rna16669
aprt,gene8777,rna16670_gene_aprt,rna16670
LOC106920218,gene8778,NA,NA
cdt1,gene8779,rna16673_gene_cdt1,rna16673
piezo1,gene8780,rna16674_gene_piezo1,rna16674
LOC106920222,gene8781,NA,NA
pcca,gene8782,rna16677_gene_pcca,rna16677
LOC106920224,gene8783,rna16678_gene_LOC106920224,rna16678
vps8,gene8784,rna16682_gene_vps8,rna16682
LOC106920227,gene8785,NA,NA
chchd1,gene8786,rna16686_gene_chchd1,rna16686
LOC106920228,gene8787,rna16689_gene_LOC106920228,rna16689
galm,gene8788,rna16691_gene_galm,rna16691
hnrnpll,gene8789,rna16695_gene_hnrnpll,rna16695
cdk1,gene8790,rna16696_gene_cdk1,rna16696
ctu2,gene8791,rna16698_gene_ctu2,rna16698
rnf166,gene8792,rna16701_gene_rnf166,rna16701
LOC106920209,gene8793,NA,NA
wipf1,gene8794,rna16704_gene_wipf1,rna16704
LOC106920236,gene8795,NA,NA
LOC106920237,gene8796,NA,NA
LOC106920239,gene8797,rna16708_gene_LOC106920239,rna16708
ubox5,gene8798,rna16710_gene_ubox5,rna16710
oxt,gene8799,rna16711_gene_oxt,rna16711
slc35d2,gene8800,rna16712_gene_slc35d2,rna16712
znf367,gene8801,rna16713_gene_znf367,rna16713
habp4,gene8802,rna16715_gene_habp4,rna16715
LOC106920242,gene8803,rna16717_gene_LOC106920242,rna16717
aaed1,gene8804,rna16724_gene_aaed1,rna16724
fbxl17,gene8805,rna16725_gene_fbxl17,rna16725
LOC106920249,gene8806,rna16726_gene_LOC106920249,rna16726
vav2,gene8807,rna16727_gene_vav2,rna16727
LOC106920252,gene8808,NA,NA
LOC106920253,gene8809,rna16740_gene_LOC106920253,rna16740
LOC106920255,gene8810,rna16742_gene_LOC106920255,rna16742
LOC106920254,gene8811,rna16743_gene_LOC106920254,rna16743
LOC106920258,gene8812,rna16745_gene_LOC106920258,rna16745
LOC106920257,gene8813,rna16747_gene_LOC106920257,rna16747
coasy,gene8814,rna16748_gene_coasy,rna16748
LOC106920259,gene8815,rna16749_gene_LOC106920259,rna16749
LOC106920261,gene8816,NA,NA
LOC106920266,gene8817,NA,NA
LOC106920263,gene8818,rna16752_gene_LOC106920263,rna16752
pus3,gene8819,rna16754_gene_pus3,rna16754
dcakd,gene8820,rna16755_gene_dcakd,rna16755
LOC106920267,gene8821,NA,NA
stx8,gene8822,rna16758_gene_stx8,rna16758
LOC106920269,gene8823,rna16759_gene_LOC106920269,rna16759
LOC106920270,gene8824,rna16760_gene_LOC106920270,rna16760
cfap52,gene8825,rna16762_gene_cfap52,rna16762
LOC106920271,gene8826,rna16764_gene_LOC106920271,rna16764
LOC106920273,gene8827,rna16766_gene_LOC106920273,rna16766
gga3,gene8828,rna16767_gene_gga3,rna16767
LOC106920276,gene8829,rna16768_gene_LOC106920276,rna16768
LOC106920278,gene8830,rna16770_gene_LOC106920278,rna16770
LOC106920277,gene8831,rna16771_gene_LOC106920277,rna16771
LOC106920279,gene8832,rna16775_gene_LOC106920279,rna16775
LOC106920281,gene8833,NA,NA
slc25a48,gene8834,rna16779_gene_slc25a48,rna16779
LOC106920282,gene8835,rna16780_gene_LOC106920282,rna16780
LOC106920283,gene8836,rna16783_gene_LOC106920283,rna16783
LOC106920285,gene8837,rna16784_gene_LOC106920285,rna16784
LOC106920287,gene8838,rna16790_gene_LOC106920287,rna16790
alg13,gene8839,rna16791_gene_alg13,rna16791
LOC106920290,gene8840,rna16792_gene_LOC106920290,rna16792
foxo4,gene8841,rna16793_gene_foxo4,rna16793
LOC106920291,gene8842,rna16794_gene_LOC106920291,rna16794
LOC106920292,gene8843,rna16796_gene_LOC106920292,rna16796
LOC106920294,gene8844,rna16798_gene_LOC106920294,rna16798
LOC106920293,gene8845,rna16799_gene_LOC106920293,rna16799
LOC106920295,gene8846,rna16800_gene_LOC106920295,rna16800
LOC106920304,gene8847,rna16801_gene_LOC106920304,rna16801
LOC106920305,gene8848,rna16802_gene_LOC106920305,rna16802
klb,gene8849,rna16803_gene_klb,rna16803
LOC106920307,gene8850,rna16804_gene_LOC106920307,rna16804
ints10,gene8851,rna16806_gene_ints10,rna16806
slc25a51,gene8852,rna16808_gene_slc25a51,rna16808
LOC106920310,gene8853,rna16813_gene_LOC106920310,rna16813
tomm5,gene8854,rna16815_gene_tomm5,rna16815
LOC106920312,gene8855,rna16816_gene_LOC106920312,rna16816
grhpr,gene8856,rna16817_gene_grhpr,rna16817
ssh3,gene8857,rna16818_gene_ssh3,rna16818
mrpl18,gene8858,rna16820_gene_mrpl18,rna16820
LOC106920316,gene8859,rna16821_gene_LOC106920316,rna16821
prpf19,gene8860,rna16822_gene_prpf19,rna16822
LOC106920318,gene8861,rna16824_gene_LOC106920318,rna16824
LOC106920296,gene8862,rna16825_gene_LOC106920296,rna16825
LOC106920319,gene8863,rna16826_gene_LOC106920319,rna16826
LOC106920322,gene8864,rna16828_gene_LOC106920322,rna16828
rnf20,gene8865,rna16830_gene_rnf20,rna16830
LOC106920325,gene8866,rna16832_gene_LOC106920325,rna16832
LOC106920326,gene8867,rna16833_gene_LOC106920326,rna16833
tmco6,gene8868,rna16836_gene_tmco6,rna16836
LOC106920324,gene8869,rna16837_gene_LOC106920324,rna16837
LOC106920327,gene8870,rna16838_gene_LOC106920327,rna16838
LOC106920328,gene8871,rna16839_gene_LOC106920328,rna16839
LOC106920302,gene8872,rna16841_gene_LOC106920302,rna16841
LOC106920297,gene8873,rna16842_gene_LOC106920297,rna16842
LOC106920303,gene8874,NA,NA
LOC106920298,gene8875,rna16844_gene_LOC106920298,rna16844
LOC106920299,gene8876,rna16845_gene_LOC106920299,rna16845
LOC106920330,gene8877,rna16846_gene_LOC106920330,rna16846
LOC106920329,gene8878,rna16847_gene_LOC106920329,rna16847
LOC106920331,gene8879,rna16848_gene_LOC106920331,rna16848
LOC106920332,gene8880,rna16851_gene_LOC106920332,rna16851
LOC106920333,gene8881,rna16854_gene_LOC106920333,rna16854
LOC106920334,gene8882,rna16855_gene_LOC106920334,rna16855
rgs9bp,gene8883,rna16856_gene_rgs9bp,rna16856
zdhhc7,gene8884,rna16857_gene_zdhhc7,rna16857
LOC106920338,gene8885,rna16858_gene_LOC106920338,rna16858
nip7,gene8886,rna16860_gene_nip7,rna16860
cdc42se2,gene8887,rna16861_gene_cdc42se2,rna16861
LOC106920341,gene8888,rna16862_gene_LOC106920341,rna16862
LOC106920342,gene8889,rna16863_gene_LOC106920342,rna16863
ddias,gene8890,rna16864_gene_ddias,rna16864
LOC106920346,gene8891,rna16865_gene_LOC106920346,rna16865
LOC106920347,gene8892,rna16866_gene_LOC106920347,rna16866
LOC106920345,gene8893,rna16870_gene_LOC106920345,rna16870
greb1,gene8894,rna16875_gene_greb1,rna16875
spata17,gene8895,rna16876_gene_spata17,rna16876
LOC106920353,gene8896,rna16877_gene_LOC106920353,rna16877
LOC106920352,gene8897,NA,NA
LOC106920350,gene8898,NA,NA
LOC106920351,gene8899,NA,NA
LOC106920355,gene8900,rna16881_gene_LOC106920355,rna16881
LOC106920356,gene8901,rna16884_gene_LOC106920356,rna16884
LOC106920358,gene8902,rna16887_gene_LOC106920358,rna16887
LOC106920357,gene8903,rna16888_gene_LOC106920357,rna16888
LOC106920359,gene8904,rna16889_gene_LOC106920359,rna16889
LOC106920360,gene8905,NA,NA
LOC106920361,gene8906,NA,NA
LOC106920362,gene8907,rna16894_gene_LOC106920362,rna16894
LOC106920363,gene8908,rna16895_gene_LOC106920363,rna16895
LOC106920354,gene8909,rna16898_gene_LOC106920354,rna16898
LOC106920367,gene8910,rna16899_gene_LOC106920367,rna16899
lysmd1,gene8911,rna16900_gene_lysmd1,rna16900
scnm1,gene8912,rna16904_gene_scnm1,rna16904
tmod4,gene8913,rna16906_gene_tmod4,rna16906
LOC106920368,gene8914,rna16909_gene_LOC106920368,rna16909
LOC106920369,gene8915,rna16910_gene_LOC106920369,rna16910
hormad1,gene8916,rna16911_gene_hormad1,rna16911
LOC106920371,gene8917,rna16912_gene_LOC106920371,rna16912
LOC106920372,gene8918,rna16914_gene_LOC106920372,rna16914
LOC106920374,gene8919,NA,NA
LOC106920373,gene8920,rna16916_gene_LOC106920373,rna16916
LOC106920375,gene8921,rna16917_gene_LOC106920375,rna16917
LOC106920376,gene8922,rna16921_gene_LOC106920376,rna16921
LOC106920377,gene8923,rna16922_gene_LOC106920377,rna16922
LOC106920378,gene8924,rna16924_gene_LOC106920378,rna16924
LOC106920380,gene8925,rna16927_gene_LOC106920380,rna16927
LOC106920381,gene8926,rna16928_gene_LOC106920381,rna16928
LOC106920382,gene8927,NA,NA
LOC106920383,gene8928,rna16931_gene_LOC106920383,rna16931
LOC106920387,gene8929,rna16932_gene_LOC106920387,rna16932
mapkbp1,gene8930,rna16938_gene_mapkbp1,rna16938
LOC106920389,gene8931,NA,NA
LOC106920390,gene8932,rna16943_gene_LOC106920390,rna16943
LOC106920392,gene8933,rna16944_gene_LOC106920392,rna16944
LOC106920393,gene8934,rna16945_gene_LOC106920393,rna16945
LOC106920394,gene8935,rna16946_gene_LOC106920394,rna16946
zfyve21,gene8936,rna16947_gene_zfyve21,rna16947
klc1,gene8937,rna16952_gene_klc1,rna16952
apopt1,gene8938,rna16956_gene_apopt1,rna16956
bag5,gene8939,rna16957_gene_bag5,rna16957
trmt61a,gene8940,rna16960_gene_trmt61a,rna16960
ckb,gene8941,rna16961_gene_ckb,rna16961
LOC106920402,gene8942,NA,NA
mark3,gene8943,rna16964_gene_mark3,rna16964
LOC106920409,gene8944,NA,NA
LOC106920404,gene8945,rna16966_gene_LOC106920404,rna16966
LOC106920407,gene8946,NA,NA
LOC106920403,gene8947,rna16970_gene_LOC106920403,rna16970
LOC106920405,gene8948,rna16971_gene_LOC106920405,rna16971
LOC106920408,gene8949,NA,NA
LOC106920406,gene8950,rna16974_gene_LOC106920406,rna16974
tspan13,gene8951,rna16975_gene_tspan13,rna16975
bag6,gene8952,rna16976_gene_bag6,rna16976
glrx3,gene8953,rna16980_gene_glrx3,rna16980
apom,gene8954,rna16981_gene_apom,rna16981
LOC106920385,gene8955,rna16982_gene_LOC106920385,rna16982
LOC106920386,gene8956,rna16983_gene_LOC106920386,rna16983
gabbr1,gene8957,rna16984_gene_gabbr1,rna16984
LOC106920422,gene8958,rna16985_gene_LOC106920422,rna16985
LOC106920423,gene8959,NA,NA
sh3bp5l,gene8960,rna16988_gene_sh3bp5l,rna16988
mgat1,gene8961,rna16989_gene_mgat1,rna16989
LOC106920421,gene8962,rna16991_gene_LOC106920421,rna16991
LOC106920420,gene8963,rna16994_gene_LOC106920420,rna16994
dhx16,gene8964,rna16995_gene_dhx16,rna16995
LOC106920425,gene8965,rna16998_gene_LOC106920425,rna16998
LOC106920424,gene8966,rna16999_gene_LOC106920424,rna16999
LOC106920429,gene8967,rna17003_gene_LOC106920429,rna17003
LOC106920428,gene8968,rna17005_gene_LOC106920428,rna17005
LOC106920427,gene8969,rna17007_gene_LOC106920427,rna17007
LOC106920430,gene8970,NA,NA
LOC106920432,gene8971,rna17010_gene_LOC106920432,rna17010
LOC106920431,gene8972,rna17013_gene_LOC106920431,rna17013
LOC106920434,gene8973,rna17014_gene_LOC106920434,rna17014
LOC106920435,gene8974,NA,NA
pycard,gene8975,rna17018_gene_pycard,rna17018
LOC106920437,gene8976,rna17019_gene_LOC106920437,rna17019
LOC106920438,gene8977,rna17020_gene_LOC106920438,rna17020
LOC106920439,gene8978,rna17022_gene_LOC106920439,rna17022
dusp14,gene8979,rna17023_gene_dusp14,rna17023
synrg,gene8980,rna17026_gene_synrg,rna17026
LOC106920440,gene8981,NA,NA
gse1,gene8982,rna17034_gene_gse1,rna17034
gins2,gene8983,rna17035_gene_gins2,rna17035
emc8,gene8984,rna17036_gene_emc8,rna17036
LOC106920448,gene8985,rna17038_gene_LOC106920448,rna17038
LOC106920449,gene8986,rna17039_gene_LOC106920449,rna17039
irf8,gene8987,rna17041_gene_irf8,rna17041
LOC106920441,gene8988,NA,NA
foxf1,gene8989,rna17043_gene_foxf1,rna17043
mthfsd,gene8990,rna17045_gene_mthfsd,rna17045
LOC106920455,gene8991,rna17047_gene_LOC106920455,rna17047
LOC106920452,gene8992,rna17048_gene_LOC106920452,rna17048
LOC106920456,gene8993,rna17049_gene_LOC106920456,rna17049
LOC106920463,gene8994,rna17051_gene_LOC106920463,rna17051
LOC106920459,gene8995,rna17054_gene_LOC106920459,rna17054
LOC106920464,gene8996,rna17055_gene_LOC106920464,rna17055
LOC106920461,gene8997,rna17058_gene_LOC106920461,rna17058
LOC106920460,gene8998,rna17059_gene_LOC106920460,rna17059
LOC106920465,gene8999,rna17061_gene_LOC106920465,rna17061
LOC106920470,gene9000,rna17062_gene_LOC106920470,rna17062
LOC106920468,gene9001,rna17064_gene_LOC106920468,rna17064
LOC106920466,gene9002,rna17065_gene_LOC106920466,rna17065
LOC106920469,gene9003,rna17068_gene_LOC106920469,rna17068
LOC106920457,gene9004,rna17069_gene_LOC106920457,rna17069
LOC106920467,gene9005,rna17070_gene_LOC106920467,rna17070
LOC106920472,gene9006,rna17071_gene_LOC106920472,rna17071
ccdc97,gene9007,rna17074_gene_ccdc97,rna17074
LOC106920471,gene9008,rna17075_gene_LOC106920471,rna17075
LOC106920475,gene9009,NA,NA
LOC106920458,gene9010,NA,NA
LOC106920476,gene9011,rna17080_gene_LOC106920476,rna17080
LOC106920479,gene9012,rna17082_gene_LOC106920479,rna17082
ell,gene9013,rna17086_gene_ell,rna17086
LOC106920477,gene9014,NA,NA
fkbp8,gene9015,rna17088_gene_fkbp8,rna17088
ssbp4,gene9016,rna17089_gene_ssbp4,rna17089
LOC106920483,gene9017,NA,NA
LOC106920478,gene9018,NA,NA
tmem59l,gene9019,rna17094_gene_tmem59l,rna17094
LOC106920491,gene9020,NA,NA
LOC106920486,gene9021,rna17096_gene_LOC106920486,rna17096
LOC106920490,gene9022,rna17097_gene_LOC106920490,rna17097
LOC106920489,gene9023,rna17098_gene_LOC106920489,rna17098
LOC106920487,gene9024,rna17099_gene_LOC106920487,rna17099
LOC106920484,gene9025,rna17100_gene_LOC106920484,rna17100
LOC106920493,gene9026,rna17101_gene_LOC106920493,rna17101
LOC106920494,gene9027,rna17102_gene_LOC106920494,rna17102
LOC106920495,gene9028,NA,NA
LOC106920496,gene9029,rna17109_gene_LOC106920496,rna17109
LOC106920497,gene9030,rna17110_gene_LOC106920497,rna17110
LOC106920499,gene9031,rna17118_gene_LOC106920499,rna17118
LOC106920500,gene9032,NA,NA
LOC106920492,gene9033,NA,NA
LOC106920501,gene9034,rna17121_gene_LOC106920501,rna17121
LOC106920502,gene9035,rna17122_gene_LOC106920502,rna17122
LOC106920512,gene9036,rna17123_gene_LOC106920512,rna17123
LOC106920514,gene9037,NA,NA
LOC106920510,gene9038,rna17125_gene_LOC106920510,rna17125
LOC106920503,gene9039,rna17126_gene_LOC106920503,rna17126
LOC106920504,gene9040,rna17127_gene_LOC106920504,rna17127
LOC106920505,gene9041,rna17128_gene_LOC106920505,rna17128
LOC106920506,gene9042,rna17130_gene_LOC106920506,rna17130
LOC106920507,gene9043,rna17131_gene_LOC106920507,rna17131
LOC106920508,gene9044,rna17133_gene_LOC106920508,rna17133
LOC106920515,gene9045,rna17134_gene_LOC106920515,rna17134
LOC106920516,gene9046,rna17136_gene_LOC106920516,rna17136
LOC106920509,gene9047,rna17137_gene_LOC106920509,rna17137
LOC106920518,gene9048,rna17138_gene_LOC106920518,rna17138
LOC106920519,gene9049,rna17140_gene_LOC106920519,rna17140
LOC106920517,gene9050,rna17141_gene_LOC106920517,rna17141
LOC106920520,gene9051,rna17147_gene_LOC106920520,rna17147
haus4,gene9052,rna17148_gene_haus4,rna17148
LOC106920522,gene9053,rna17149_gene_LOC106920522,rna17149
LOC106920523,gene9054,rna17154_gene_LOC106920523,rna17154
LOC106920524,gene9055,rna17156_gene_LOC106920524,rna17156
trnar-ucu,gene9056,NA,NA
LOC106920525,gene9057,rna17159_gene_LOC106920525,rna17159
LOC106920527,gene9058,NA,NA
ndufs2,gene9059,rna17162_gene_ndufs2,rna17162
LOC106920528,gene9060,NA,NA
LOC106920529,gene9061,NA,NA
LOC106920530,gene9062,NA,NA
LOC106920532,gene9063,NA,NA
LOC106920533,gene9064,NA,NA
LOC106920531,gene9065,NA,NA
LOC106920536,gene9066,rna17169_gene_LOC106920536,rna17169
mrps9,gene9067,rna17170_gene_mrps9,rna17170
LOC106920538,gene9068,rna17173_gene_LOC106920538,rna17173
fam171b,gene9069,rna17176_gene_fam171b,rna17176
zswim2,gene9070,rna17179_gene_zswim2,rna17179
calcrl,gene9071,rna17180_gene_calcrl,rna17180
col5a2,gene9072,rna17181_gene_col5a2,rna17181
dfnb59,gene9073,rna17183_gene_dfnb59,rna17183
LOC106920543,gene9074,rna17184_gene_LOC106920543,rna17184
eed,gene9075,rna17185_gene_eed,rna17185
atp7b,gene9076,rna17186_gene_atp7b,rna17186
LOC106920535,gene9077,rna17187_gene_LOC106920535,rna17187
LOC106920547,gene9078,rna17188_gene_LOC106920547,rna17188
LOC106920548,gene9079,rna17199_gene_LOC106920548,rna17199
LOC106920549,gene9080,NA,NA
gpd2,gene9081,rna17201_gene_gpd2,rna17201
LOC106920550,gene9082,rna17202_gene_LOC106920550,rna17202
LOC106920551,gene9083,rna17203_gene_LOC106920551,rna17203
dpp10,gene9084,rna17206_gene_dpp10,rna17206
LOC106920553,gene9085,rna17207_gene_LOC106920553,rna17207
LOC106920554,gene9086,rna17211_gene_LOC106920554,rna17211
als2,gene9087,rna17219_gene_als2,rna17219
mpp4,gene9088,rna17224_gene_mpp4,rna17224
LOC106920557,gene9089,rna17225_gene_LOC106920557,rna17225
LOC106920558,gene9090,rna17230_gene_LOC106920558,rna17230
znf521,gene9091,rna17231_gene_znf521,rna17231
LOC106920562,gene9092,NA,NA
LOC106920563,gene9093,rna17238_gene_LOC106920563,rna17238
LOC106920559,gene9094,NA,NA
LOC106920564,gene9095,rna17240_gene_LOC106920564,rna17240
LOC106920565,gene9096,rna17244_gene_LOC106920565,rna17244
LOC106920566,gene9097,rna17245_gene_LOC106920566,rna17245
LOC106920568,gene9098,rna17246_gene_LOC106920568,rna17246
LOC106920567,gene9099,rna17247_gene_LOC106920567,rna17247
exosc7,gene9100,rna17248_gene_exosc7,rna17248
LOC106920560,gene9101,NA,NA
LOC106920571,gene9102,rna17254_gene_LOC106920571,rna17254
LOC106920573,gene9103,rna17264_gene_LOC106920573,rna17264
LOC106920574,gene9104,NA,NA
LOC106920575,gene9105,rna17267_gene_LOC106920575,rna17267
ssna1,gene9106,rna17269_gene_ssna1,rna17269
tprn,gene9107,rna17271_gene_tprn,rna17271
tmem203,gene9108,rna17272_gene_tmem203,rna17272
alad,gene9109,rna17274_gene_alad,rna17274
LOC106920581,gene9110,rna17275_gene_LOC106920581,rna17275
LOC106920570,gene9111,rna17276_gene_LOC106920570,rna17276
ccnb1,gene9112,rna17277_gene_ccnb1,rna17277
LOC106920583,gene9113,rna17278_gene_LOC106920583,rna17278
tmc2,gene9114,rna17279_gene_tmc2,rna17279
LOC106920586,gene9115,NA,NA
LOC106920587,gene9116,NA,NA
adcy3,gene9117,rna17282_gene_adcy3,rna17282
preb,gene9118,rna17289_gene_preb,rna17289
cnih4,gene9119,rna17292_gene_cnih4,rna17292
LOC106920588,gene9120,rna17293_gene_LOC106920588,rna17293
LOC106920592,gene9121,rna17294_gene_LOC106920592,rna17294
LOC106920594,gene9122,rna17295_gene_LOC106920594,rna17295
ripk2,gene9123,rna17300_gene_ripk2,rna17300
LOC106920597,gene9124,rna17301_gene_LOC106920597,rna17301
ccdc39,gene9125,rna17303_gene_ccdc39,rna17303
dcun1d1,gene9126,rna17304_gene_dcun1d1,rna17304
setd9,gene9127,rna17305_gene_setd9,rna17305
LOC106920599,gene9128,rna17306_gene_LOC106920599,rna17306
b3gnt5,gene9129,rna17307_gene_b3gnt5,rna17307
LOC106920603,gene9130,NA,NA
LOC106920604,gene9131,rna17311_gene_LOC106920604,rna17311
LOC106920605,gene9132,NA,NA
LOC106920606,gene9133,rna17314_gene_LOC106920606,rna17314
LOC106920607,gene9134,rna17316_gene_LOC106920607,rna17316
LOC106920610,gene9135,NA,NA
LOC106920609,gene9136,rna17319_gene_LOC106920609,rna17319
LOC106920608,gene9137,rna17320_gene_LOC106920608,rna17320
LOC106920611,gene9138,rna17321_gene_LOC106920611,rna17321
LOC106920615,gene9139,rna17322_gene_LOC106920615,rna17322
fam131a,gene9140,rna17324_gene_fam131a,rna17324
LOC106920616,gene9141,rna17327_gene_LOC106920616,rna17327
eif4g1,gene9142,rna17332_gene_eif4g1,rna17332
LOC106920618,gene9143,NA,NA
psmd2,gene9144,rna17339_gene_psmd2,rna17339
LOC106920620,gene9145,rna17340_gene_LOC106920620,rna17340
serpine2,gene9146,rna17341_gene_serpine2,rna17341
wdfy1,gene9147,rna17343_gene_wdfy1,rna17343
LOC106920623,gene9148,rna17345_gene_LOC106920623,rna17345
ap1s3,gene9149,rna17346_gene_ap1s3,rna17346
scg2,gene9150,rna17347_gene_scg2,rna17347
LOC106920612,gene9151,NA,NA
kcne4,gene9152,rna17349_gene_kcne4,rna17349
acsl3,gene9153,rna17350_gene_acsl3,rna17350
farsb,gene9154,rna17351_gene_farsb,rna17351
sgpp2,gene9155,rna17352_gene_sgpp2,rna17352
pax3,gene9156,rna17354_gene_pax3,rna17354
ndfip2,gene9157,rna17361_gene_ndfip2,rna17361
LOC106920633,gene9158,rna17362_gene_LOC106920633,rna17362
slitrk1,gene9159,rna17364_gene_slitrk1,rna17364
LOC106920635,gene9160,NA,NA
LOC106920636,gene9161,rna17366_gene_LOC106920636,rna17366
LOC106920638,gene9162,NA,NA
LOC106920640,gene9163,rna17376_gene_LOC106920640,rna17376
LOC106920643,gene9164,rna17377_gene_LOC106920643,rna17377
LOC106920645,gene9165,rna17378_gene_LOC106920645,rna17378
LOC106920641,gene9166,rna17383_gene_LOC106920641,rna17383
ca10,gene9167,rna17384_gene_ca10,rna17384
LOC106920646,gene9168,NA,NA
LOC106920649,gene9169,rna17388_gene_LOC106920649,rna17388
LOC106920650,gene9170,NA,NA
LOC106920654,gene9171,rna17390_gene_LOC106920654,rna17390
prpf39,gene9172,rna17391_gene_prpf39,rna17391
fau,gene9173,rna17392_gene_fau,rna17392
fkbp3,gene9174,rna17393_gene_fkbp3,rna17393
LOC106920656,gene9175,NA,NA
LOC106920648,gene9176,NA,NA
mdga2,gene9177,rna17396_gene_mdga2,rna17396
LOC106920664,gene9178,rna17397_gene_LOC106920664,rna17397
